1 62160  Note_on_c 0 60 80 
1 62399  Note_on_c 0 60 0 
1 62400  Note_on_c 0 62 80 
1 62400  Note_on_c 0 57 80 
1 63359  Note_on_c 0 62 0 
1 63359  Note_on_c 0 57 0 
1 63360  Note_on_c 0 65 80 
1 63360  Note_on_c 0 62 80 
1 63360  Note_on_c 0 60 80 
1 63360  Note_on_c 0 57 80 
1 63839  Note_on_c 0 65 0 
1 63839  Note_on_c 0 62 0 
1 63839  Note_on_c 0 60 0 
1 63839  Note_on_c 0 57 0 
1 63840  Note_on_c 0 64 80 
1 63840  Note_on_c 0 60 80 
1 63840  Note_on_c 0 57 80 
1 64319  Note_on_c 0 64 0 
1 64319  Note_on_c 0 60 0 
1 64319  Note_on_c 0 57 0 
1 64320  Note_on_c 0 62 80 
1 64320  Note_on_c 0 58 80 
1 64320  Note_on_c 0 53 80 
1 64799  Note_on_c 0 62 0 
1 64799  Note_on_c 0 58 0 
1 64799  Note_on_c 0 53 0 
1 64800  Note_on_c 0 60 80 
1 64800  Note_on_c 0 53 80 
1 65279  Note_on_c 0 60 0 
1 65279  Note_on_c 0 53 0 
1 65280  Note_on_c 0 60 80 
1 65280  Note_on_c 0 53 80 
1 65519  Note_on_c 0 60 0 
1 65519  Note_on_c 0 53 0 
1 65520  Note_on_c 0 62 80 
1 65639  Note_on_c 0 62 0 
1 65640  Note_on_c 0 60 80 
1 65759  Note_on_c 0 60 0 
1 65760  Note_on_c 0 57 80 
1 65999  Note_on_c 0 57 0 
1 66000  Note_on_c 0 55 80 
1 66239  Note_on_c 0 55 0 
1 66240  Note_on_c 0 57 80 
1 66719  Note_on_c 0 57 0 
1 66720  Note_on_c 0 57 80 
1 66959  Note_on_c 0 57 0 
1 66960  Note_on_c 0 60 80 
1 67199  Note_on_c 0 60 0 
1 67200  Note_on_c 0 62 80 
1 67200  Note_on_c 0 59 80 
1 67200  Note_on_c 0 55 80 
1 67439  Note_on_c 0 62 0 
1 67439  Note_on_c 0 59 0 
1 67439  Note_on_c 0 55 0 
1 67440  Note_on_c 0 62 80 
1 67440  Note_on_c 0 59 80 
1 67440  Note_on_c 0 55 80 
1 67679  Note_on_c 0 62 0 
1 67679  Note_on_c 0 59 0 
1 67679  Note_on_c 0 55 0 
1 67920  Note_on_c 0 62 80 
1 67920  Note_on_c 0 59 80 
1 67920  Note_on_c 0 55 80 
1 68159  Note_on_c 0 62 0 
1 68159  Note_on_c 0 59 0 
1 68159  Note_on_c 0 55 0 
1 68160  Note_on_c 0 65 80 
1 68160  Note_on_c 0 62 80 
1 68160  Note_on_c 0 59 80 
1 68639  Note_on_c 0 65 0 
1 68639  Note_on_c 0 62 0 
1 68639  Note_on_c 0 59 0 
1 68640  Note_on_c 0 67 80 
1 68640  Note_on_c 0 62 80 
1 68640  Note_on_c 0 59 80 
1 69119  Note_on_c 0 67 0 
1 69119  Note_on_c 0 62 0 
1 69119  Note_on_c 0 59 0 
1 69120  Note_on_c 0 64 80 
1 69120  Note_on_c 0 61 80 
1 69120  Note_on_c 0 57 80 
1 70079  Note_on_c 0 64 0 
1 70079  Note_on_c 0 61 0 
1 70079  Note_on_c 0 57 0 
1 70560  Note_on_c 0 62 80 
1 70560  Note_on_c 0 50 80 
1 70799  Note_on_c 0 62 0 
1 70799  Note_on_c 0 50 0 
1 70800  Note_on_c 0 65 80 
1 70800  Note_on_c 0 53 80 
1 71039  Note_on_c 0 65 0 
1 71039  Note_on_c 0 53 0 
1 71040  Note_on_c 0 67 80 
1 71040  Note_on_c 0 55 80 
1 71399  Note_on_c 0 67 0 
1 71399  Note_on_c 0 55 0 
1 71400  Note_on_c 0 67 80 
1 71400  Note_on_c 0 55 80 
1 71759  Note_on_c 0 67 0 
1 71759  Note_on_c 0 55 0 
1 71760  Note_on_c 0 69 80 
1 71760  Note_on_c 0 57 80 
1 71999  Note_on_c 0 69 0 
1 71999  Note_on_c 0 57 0 
1 72000  Note_on_c 0 69 80 
1 72000  Note_on_c 0 62 80 
1 72000  Note_on_c 0 57 80 
1 72719  Note_on_c 0 69 0 
1 72719  Note_on_c 0 62 0 
1 72719  Note_on_c 0 57 0 
1 72720  Note_on_c 0 69 80 
1 72720  Note_on_c 0 62 80 
1 72720  Note_on_c 0 57 80 
1 72959  Note_on_c 0 69 0 
1 72959  Note_on_c 0 62 0 
1 72959  Note_on_c 0 57 0 
1 72960  Note_on_c 0 72 80 
1 72960  Note_on_c 0 64 80 
1 73199  Note_on_c 0 72 0 
1 73199  Note_on_c 0 64 0 
1 73200  Note_on_c 0 74 80 
1 73439  Note_on_c 0 74 0 
1 73440  Note_on_c 0 67 80 
1 73679  Note_on_c 0 67 0 
1 73680  Note_on_c 0 65 80 
1 73919  Note_on_c 0 65 0 
1 73920  Note_on_c 0 69 80 
1 73920  Note_on_c 0 65 80 
1 73920  Note_on_c 0 60 80 
1 74399  Note_on_c 0 69 0 
1 74399  Note_on_c 0 65 0 
1 74399  Note_on_c 0 60 0 
1 74400  Note_on_c 0 62 80 
1 74639  Note_on_c 0 62 0 
1 74640  Note_on_c 0 65 80 
1 74879  Note_on_c 0 65 0 
1 74880  Note_on_c 0 67 80 
1 74880  Note_on_c 0 62 80 
1 75239  Note_on_c 0 67 0 
1 75239  Note_on_c 0 62 0 
1 75240  Note_on_c 0 67 80 
1 75240  Note_on_c 0 62 80 
1 75599  Note_on_c 0 67 0 
1 75599  Note_on_c 0 62 0 
1 75600  Note_on_c 0 69 80 
1 75600  Note_on_c 0 65 80 
1 75600  Note_on_c 0 62 80 
1 75839  Note_on_c 0 69 0 
1 75839  Note_on_c 0 65 0 
1 75839  Note_on_c 0 62 0 
1 75840  Note_on_c 0 69 80 
1 75840  Note_on_c 0 65 80 
1 75840  Note_on_c 0 62 80 
1 76559  Note_on_c 0 69 0 
1 76559  Note_on_c 0 65 0 
1 76559  Note_on_c 0 62 0 
1 76560  Note_on_c 0 69 80 
1 76560  Note_on_c 0 65 80 
1 76560  Note_on_c 0 62 80 
1 76799  Note_on_c 0 69 0 
1 76799  Note_on_c 0 65 0 
1 76799  Note_on_c 0 62 0 
1 76800  Note_on_c 0 70 80 
1 76800  Note_on_c 0 60 80 
1 77039  Note_on_c 0 70 0 
1 77039  Note_on_c 0 60 0 
1 77040  Note_on_c 0 69 80 
1 77040  Note_on_c 0 60 80 
1 77279  Note_on_c 0 69 0 
1 77279  Note_on_c 0 60 0 
1 77280  Note_on_c 0 67 80 
1 77280  Note_on_c 0 60 80 
1 77519  Note_on_c 0 67 0 
1 77519  Note_on_c 0 60 0 
1 77520  Note_on_c 0 65 80 
1 77520  Note_on_c 0 60 80 
1 77759  Note_on_c 0 65 0 
1 77759  Note_on_c 0 60 0 
1 77760  Note_on_c 0 65 80 
1 77760  Note_on_c 0 60 80 
1 77760  Note_on_c 0 57 80 
1 78239  Note_on_c 0 65 0 
1 78239  Note_on_c 0 60 0 
1 78239  Note_on_c 0 57 0 
1 78240  Note_on_c 0 62 80 
1 78479  Note_on_c 0 62 0 
1 78480  Note_on_c 0 65 80 
1 78719  Note_on_c 0 65 0 
1 78720  Note_on_c 0 67 80 
1 78720  Note_on_c 0 62 80 
1 79079  Note_on_c 0 67 0 
1 79079  Note_on_c 0 62 0 
1 79080  Note_on_c 0 67 80 
1 79080  Note_on_c 0 62 80 
1 79439  Note_on_c 0 67 0 
1 79439  Note_on_c 0 62 0 
1 79440  Note_on_c 0 69 80 
1 79440  Note_on_c 0 65 80 
1 79440  Note_on_c 0 62 80 
1 79679  Note_on_c 0 69 0 
1 79679  Note_on_c 0 65 0 
1 79679  Note_on_c 0 62 0 
1 79680  Note_on_c 0 69 80 
1 79680  Note_on_c 0 65 80 
1 79680  Note_on_c 0 62 80 
1 80399  Note_on_c 0 69 0 
1 80399  Note_on_c 0 65 0 
1 80399  Note_on_c 0 62 0 
1 80400  Note_on_c 0 69 80 
1 80400  Note_on_c 0 65 80 
1 80400  Note_on_c 0 62 80 
1 80639  Note_on_c 0 69 0 
1 80639  Note_on_c 0 65 0 
1 80639  Note_on_c 0 62 0 
1 80640  Note_on_c 0 72 80 
1 80640  Note_on_c 0 64 80 
1 80879  Note_on_c 0 72 0 
1 80879  Note_on_c 0 64 0 
1 80880  Note_on_c 0 74 80 
1 81119  Note_on_c 0 74 0 
1 81120  Note_on_c 0 67 80 
1 81359  Note_on_c 0 67 0 
1 81360  Note_on_c 0 65 80 
1 81599  Note_on_c 0 65 0 
1 81600  Note_on_c 0 69 80 
1 81600  Note_on_c 0 65 80 
1 81600  Note_on_c 0 60 80 
1 82079  Note_on_c 0 69 0 
1 82079  Note_on_c 0 65 0 
1 82079  Note_on_c 0 60 0 
1 82080  Note_on_c 0 62 80 
1 82319  Note_on_c 0 62 0 
1 82320  Note_on_c 0 65 80 
1 82559  Note_on_c 0 65 0 
1 82560  Note_on_c 0 70 80 
1 82560  Note_on_c 0 62 80 
1 83039  Note_on_c 0 70 0 
1 83039  Note_on_c 0 62 0 
1 83040  Note_on_c 0 69 80 
1 83040  Note_on_c 0 62 80 
1 83519  Note_on_c 0 69 0 
1 83519  Note_on_c 0 62 0 
1 83520  Note_on_c 0 67 80 
1 83520  Note_on_c 0 64 80 
1 83520  Note_on_c 0 60 80 
1 83999  Note_on_c 0 67 0 
1 83999  Note_on_c 0 64 0 
1 83999  Note_on_c 0 60 0 
1 84000  Note_on_c 0 65 80 
1 84000  Note_on_c 0 60 80 
1 84479  Note_on_c 0 65 0 
1 84479  Note_on_c 0 60 0 
1 84480  Note_on_c 0 67 80 
1 84480  Note_on_c 0 60 80 
1 84719  Note_on_c 0 67 0 
1 84719  Note_on_c 0 60 0 
1 84720  Note_on_c 0 69 80 
1 84959  Note_on_c 0 69 0 
1 84960  Note_on_c 0 64 80 
1 84960  Note_on_c 0 60 80 
1 85199  Note_on_c 0 64 0 
1 85199  Note_on_c 0 60 0 
1 85200  Note_on_c 0 60 80 
1 85439  Note_on_c 0 60 0 
1 85440  Note_on_c 0 62 80 
1 85919  Note_on_c 0 62 0 
1 85920  Note_on_c 0 74 80 
1 85920  Note_on_c 0 62 80 
1 86159  Note_on_c 0 74 0 
1 86159  Note_on_c 0 62 0 
1 86160  Note_on_c 0 77 80 
1 86160  Note_on_c 0 65 80 
1 86399  Note_on_c 0 77 0 
1 86399  Note_on_c 0 65 0 
1 86400  Note_on_c 0 79 80 
1 86400  Note_on_c 0 74 80 
1 86400  Note_on_c 0 67 80 
1 86759  Note_on_c 0 79 0 
1 86759  Note_on_c 0 74 0 
1 86759  Note_on_c 0 67 0 
1 86760  Note_on_c 0 79 80 
1 86760  Note_on_c 0 74 80 
1 86760  Note_on_c 0 67 80 
1 87119  Note_on_c 0 79 0 
1 87119  Note_on_c 0 74 0 
1 87119  Note_on_c 0 67 0 
1 87120  Note_on_c 0 81 80 
1 87120  Note_on_c 0 74 80 
1 87120  Note_on_c 0 69 80 
1 87359  Note_on_c 0 81 0 
1 87359  Note_on_c 0 74 0 
1 87359  Note_on_c 0 69 0 
1 87360  Note_on_c 0 81 80 
1 87360  Note_on_c 0 74 80 
1 87360  Note_on_c 0 69 80 
1 88079  Note_on_c 0 81 0 
1 88079  Note_on_c 0 74 0 
1 88079  Note_on_c 0 69 0 
1 88080  Note_on_c 0 81 80 
1 88080  Note_on_c 0 74 80 
1 88080  Note_on_c 0 69 80 
1 88319  Note_on_c 0 81 0 
1 88319  Note_on_c 0 74 0 
1 88319  Note_on_c 0 69 0 
1 88320  Note_on_c 0 84 80 
1 88320  Note_on_c 0 76 80 
1 88559  Note_on_c 0 84 0 
1 88559  Note_on_c 0 76 0 
1 88560  Note_on_c 0 86 80 
1 88799  Note_on_c 0 86 0 
1 88800  Note_on_c 0 79 80 
1 89039  Note_on_c 0 79 0 
1 89040  Note_on_c 0 77 80 
1 89279  Note_on_c 0 77 0 
1 89280  Note_on_c 0 81 80 
1 89280  Note_on_c 0 77 80 
1 89280  Note_on_c 0 72 80 
1 89759  Note_on_c 0 81 0 
1 89759  Note_on_c 0 77 0 
1 89759  Note_on_c 0 72 0 
1 89760  Note_on_c 0 74 80 
1 89999  Note_on_c 0 74 0 
1 90000  Note_on_c 0 77 80 
1 90239  Note_on_c 0 77 0 
1 90240  Note_on_c 0 79 80 
1 90240  Note_on_c 0 74 80 
1 90599  Note_on_c 0 79 0 
1 90599  Note_on_c 0 74 0 
1 90600  Note_on_c 0 79 80 
1 90600  Note_on_c 0 74 80 
1 90959  Note_on_c 0 79 0 
1 90959  Note_on_c 0 74 0 
1 90960  Note_on_c 0 81 80 
1 90960  Note_on_c 0 77 80 
1 90960  Note_on_c 0 74 80 
1 91199  Note_on_c 0 81 0 
1 91199  Note_on_c 0 77 0 
1 91199  Note_on_c 0 74 0 
1 91200  Note_on_c 0 81 80 
1 91200  Note_on_c 0 77 80 
1 91200  Note_on_c 0 74 80 
1 91919  Note_on_c 0 81 0 
1 91919  Note_on_c 0 77 0 
1 91919  Note_on_c 0 74 0 
1 91920  Note_on_c 0 81 80 
1 91920  Note_on_c 0 77 80 
1 91920  Note_on_c 0 74 80 
1 92159  Note_on_c 0 81 0 
1 92159  Note_on_c 0 77 0 
1 92159  Note_on_c 0 74 0 
1 92160  Note_on_c 0 82 80 
1 92160  Note_on_c 0 72 80 
1 92399  Note_on_c 0 82 0 
1 92399  Note_on_c 0 72 0 
1 92400  Note_on_c 0 81 80 
1 92400  Note_on_c 0 72 80 
1 92639  Note_on_c 0 81 0 
1 92639  Note_on_c 0 72 0 
1 92640  Note_on_c 0 79 80 
1 92640  Note_on_c 0 72 80 
1 92879  Note_on_c 0 79 0 
1 92879  Note_on_c 0 72 0 
1 92880  Note_on_c 0 77 80 
1 92880  Note_on_c 0 72 80 
1 93119  Note_on_c 0 77 0 
1 93119  Note_on_c 0 72 0 
1 93120  Note_on_c 0 77 80 
1 93120  Note_on_c 0 72 80 
1 93120  Note_on_c 0 69 80 
1 93599  Note_on_c 0 77 0 
1 93599  Note_on_c 0 72 0 
1 93599  Note_on_c 0 69 0 
1 93600  Note_on_c 0 74 80 
1 93839  Note_on_c 0 74 0 
1 93840  Note_on_c 0 77 80 
1 94079  Note_on_c 0 77 0 
1 94080  Note_on_c 0 79 80 
1 94080  Note_on_c 0 74 80 
1 94439  Note_on_c 0 79 0 
1 94439  Note_on_c 0 74 0 
1 94440  Note_on_c 0 79 80 
1 94440  Note_on_c 0 74 80 
1 94799  Note_on_c 0 79 0 
1 94799  Note_on_c 0 74 0 
1 94800  Note_on_c 0 81 80 
1 94800  Note_on_c 0 77 80 
1 94800  Note_on_c 0 74 80 
1 95039  Note_on_c 0 81 0 
1 95039  Note_on_c 0 77 0 
1 95039  Note_on_c 0 74 0 
1 95040  Note_on_c 0 81 80 
1 95040  Note_on_c 0 77 80 
1 95040  Note_on_c 0 74 80 
1 95759  Note_on_c 0 81 0 
1 95759  Note_on_c 0 77 0 
1 95759  Note_on_c 0 74 0 
1 95760  Note_on_c 0 81 80 
1 95760  Note_on_c 0 77 80 
1 95760  Note_on_c 0 74 80 
1 95999  Note_on_c 0 81 0 
1 95999  Note_on_c 0 77 0 
1 95999  Note_on_c 0 74 0 
1 96000  Note_on_c 0 84 80 
1 96000  Note_on_c 0 76 80 
1 96239  Note_on_c 0 84 0 
1 96239  Note_on_c 0 76 0 
1 96240  Note_on_c 0 86 80 
1 96479  Note_on_c 0 86 0 
1 96480  Note_on_c 0 79 80 
1 96719  Note_on_c 0 79 0 
1 96720  Note_on_c 0 77 80 
1 96959  Note_on_c 0 77 0 
1 96960  Note_on_c 0 81 80 
1 96960  Note_on_c 0 77 80 
1 96960  Note_on_c 0 72 80 
1 97439  Note_on_c 0 81 0 
1 97439  Note_on_c 0 77 0 
1 97439  Note_on_c 0 72 0 
1 97440  Note_on_c 0 74 80 
1 97679  Note_on_c 0 74 0 
1 97680  Note_on_c 0 77 80 
1 97919  Note_on_c 0 77 0 
1 97920  Note_on_c 0 82 80 
1 97920  Note_on_c 0 74 80 
1 98399  Note_on_c 0 82 0 
1 98399  Note_on_c 0 74 0 
1 98400  Note_on_c 0 81 80 
1 98400  Note_on_c 0 74 80 
1 98879  Note_on_c 0 81 0 
1 98879  Note_on_c 0 74 0 
1 98880  Note_on_c 0 79 80 
1 98880  Note_on_c 0 76 80 
1 98880  Note_on_c 0 72 80 
1 99359  Note_on_c 0 79 0 
1 99359  Note_on_c 0 76 0 
1 99359  Note_on_c 0 72 0 
1 99360  Note_on_c 0 77 80 
1 99360  Note_on_c 0 72 80 
1 99839  Note_on_c 0 77 0 
1 99839  Note_on_c 0 72 0 
1 99840  Note_on_c 0 79 80 
1 99840  Note_on_c 0 74 80 
1 100079  Note_on_c 0 79 0 
1 100079  Note_on_c 0 74 0 
1 100080  Note_on_c 0 77 80 
1 100319  Note_on_c 0 77 0 
1 100320  Note_on_c 0 81 80 
1 100559  Note_on_c 0 81 0 
1 100560  Note_on_c 0 84 80 
1 100799  Note_on_c 0 84 0 
1 100800  Note_on_c 0 86 80 
1 100800  Note_on_c 0 81 80 
1 100800  Note_on_c 0 77 80 
1 101039  Note_on_c 0 86 0 
1 101039  Note_on_c 0 81 0 
1 101039  Note_on_c 0 77 0 
1 101040  Note_on_c 0 84 80 
1 101073  Note_on_c 0 84 0 
1 101074  Note_on_c 0 83 80 
1 101107  Note_on_c 0 83 0 
1 101108  Note_on_c 0 81 80 
1 101141  Note_on_c 0 81 0 
1 101142  Note_on_c 0 79 80 
1 101175  Note_on_c 0 79 0 
1 101176  Note_on_c 0 77 80 
1 101209  Note_on_c 0 77 0 
1 101210  Note_on_c 0 76 80 
1 101243  Note_on_c 0 76 0 
1 101244  Note_on_c 0 74 80 
1 101277  Note_on_c 0 74 0 
1 101278  Note_on_c 0 72 80 
1 101311  Note_on_c 0 72 0 
1 101312  Note_on_c 0 71 80 
1 101345  Note_on_c 0 71 0 
1 101346  Note_on_c 0 69 80 
1 101379  Note_on_c 0 69 0 
1 101380  Note_on_c 0 67 80 
1 101413  Note_on_c 0 67 0 
1 101414  Note_on_c 0 65 80 
1 101447  Note_on_c 0 65 0 
1 101448  Note_on_c 0 64 80 
1 101481  Note_on_c 0 64 0 
1 101482  Note_on_c 0 62 80 
1 101515  Note_on_c 0 62 0 
1 101760  Note_on_c 0 79 80 
1 101760  Note_on_c 0 72 80 
1 101999  Note_on_c 0 79 0 
1 101999  Note_on_c 0 72 0 
1 102000  Note_on_c 0 81 80 
1 102239  Note_on_c 0 81 0 
1 102240  Note_on_c 0 74 80 
1 102359  Note_on_c 0 74 0 
1 102360  Note_on_c 0 72 80 
1 102479  Note_on_c 0 72 0 
1 102480  Note_on_c 0 74 80 
1 102599  Note_on_c 0 74 0 
1 102600  Note_on_c 0 72 80 
1 102719  Note_on_c 0 72 0 
1 102720  Note_on_c 0 79 80 
1 102959  Note_on_c 0 79 0 
1 102960  Note_on_c 0 81 80 
1 103199  Note_on_c 0 81 0 
1 103200  Note_on_c 0 74 80 
1 103319  Note_on_c 0 74 0 
1 103320  Note_on_c 0 72 80 
1 103439  Note_on_c 0 72 0 
1 103440  Note_on_c 0 74 80 
1 103559  Note_on_c 0 74 0 
1 103560  Note_on_c 0 72 80 
1 103679  Note_on_c 0 72 0 
1 103680  Note_on_c 0 79 80 
1 103919  Note_on_c 0 79 0 
1 103920  Note_on_c 0 81 80 
1 104159  Note_on_c 0 81 0 
1 104160  Note_on_c 0 74 80 
1 104279  Note_on_c 0 74 0 
1 104280  Note_on_c 0 72 80 
1 104399  Note_on_c 0 72 0 
1 104400  Note_on_c 0 74 80 
1 104519  Note_on_c 0 74 0 
1 104520  Note_on_c 0 72 80 
1 104639  Note_on_c 0 72 0 
1 104640  Note_on_c 0 77 80 
1 104879  Note_on_c 0 77 0 
1 104880  Note_on_c 0 76 80 
1 104959  Note_on_c 0 76 0 
1 104960  Note_on_c 0 77 80 
1 105039  Note_on_c 0 77 0 
1 105040  Note_on_c 0 76 80 
1 105119  Note_on_c 0 76 0 
1 105120  Note_on_c 0 74 80 
1 105359  Note_on_c 0 74 0 
1 105360  Note_on_c 0 72 80 
1 105599  Note_on_c 0 72 0 
1 105600  Note_on_c 0 79 80 
1 105600  Note_on_c 0 72 80 
1 105839  Note_on_c 0 79 0 
1 105839  Note_on_c 0 72 0 
1 105840  Note_on_c 0 81 80 
1 106079  Note_on_c 0 81 0 
1 106080  Note_on_c 0 74 80 
1 106199  Note_on_c 0 74 0 
1 106200  Note_on_c 0 72 80 
1 106319  Note_on_c 0 72 0 
1 106320  Note_on_c 0 74 80 
1 106439  Note_on_c 0 74 0 
1 106440  Note_on_c 0 72 80 
1 106559  Note_on_c 0 72 0 
1 106560  Note_on_c 0 79 80 
1 106799  Note_on_c 0 79 0 
1 106800  Note_on_c 0 81 80 
1 107039  Note_on_c 0 81 0 
1 107040  Note_on_c 0 74 80 
1 107159  Note_on_c 0 74 0 
1 107160  Note_on_c 0 72 80 
1 107279  Note_on_c 0 72 0 
1 107280  Note_on_c 0 74 80 
1 107399  Note_on_c 0 74 0 
1 107400  Note_on_c 0 72 80 
1 107460  Note_on_c 0 74 80 
1 107489  Note_on_c 0 74 0 
1 107490  Note_on_c 0 77 80 
1 107519  Note_on_c 0 77 0 
1 107519  Note_on_c 0 72 0 
1 107520  Note_on_c 0 79 80 
1 107759  Note_on_c 0 79 0 
1 107760  Note_on_c 0 81 80 
1 107999  Note_on_c 0 81 0 
1 108000  Note_on_c 0 84 80 
1 108239  Note_on_c 0 84 0 
1 108240  Note_on_c 0 89 80 
1 108240  Note_on_c 0 81 80 
1 108479  Note_on_c 0 89 0 
1 108479  Note_on_c 0 81 0 
1 108480  Note_on_c 0 88 80 
1 108480  Note_on_c 0 81 80 
1 108599  Note_on_c 0 88 0 
1 108599  Note_on_c 0 81 0 
1 108600  Note_on_c 0 89 80 
1 108719  Note_on_c 0 89 0 
1 108720  Note_on_c 0 88 80 
1 108839  Note_on_c 0 88 0 
1 108840  Note_on_c 0 86 80 
1 108959  Note_on_c 0 86 0 
1 108960  Note_on_c 0 84 80 
1 109199  Note_on_c 0 84 0 
1 109200  Note_on_c 0 81 80 
1 109439  Note_on_c 0 81 0 
1 109440  Note_on_c 0 79 80 
1 109440  Note_on_c 0 72 80 
1 109679  Note_on_c 0 79 0 
1 109679  Note_on_c 0 72 0 
1 109680  Note_on_c 0 81 80 
1 109919  Note_on_c 0 81 0 
1 109920  Note_on_c 0 74 80 
1 110039  Note_on_c 0 74 0 
1 110040  Note_on_c 0 72 80 
1 110159  Note_on_c 0 72 0 
1 110160  Note_on_c 0 74 80 
1 110279  Note_on_c 0 74 0 
1 110280  Note_on_c 0 72 80 
1 110399  Note_on_c 0 72 0 
1 110400  Note_on_c 0 79 80 
1 110639  Note_on_c 0 79 0 
1 110640  Note_on_c 0 81 80 
1 110879  Note_on_c 0 81 0 
1 110880  Note_on_c 0 74 80 
1 110999  Note_on_c 0 74 0 
1 111000  Note_on_c 0 72 80 
1 111119  Note_on_c 0 72 0 
1 111120  Note_on_c 0 74 80 
1 111239  Note_on_c 0 74 0 
1 111240  Note_on_c 0 72 80 
1 111359  Note_on_c 0 72 0 
1 111360  Note_on_c 0 79 80 
1 111599  Note_on_c 0 79 0 
1 111600  Note_on_c 0 81 80 
1 111839  Note_on_c 0 81 0 
1 111840  Note_on_c 0 74 80 
1 111959  Note_on_c 0 74 0 
1 111960  Note_on_c 0 72 80 
1 112079  Note_on_c 0 72 0 
1 112080  Note_on_c 0 74 80 
1 112199  Note_on_c 0 74 0 
1 112200  Note_on_c 0 72 80 
1 112319  Note_on_c 0 72 0 
1 112320  Note_on_c 0 77 80 
1 112559  Note_on_c 0 77 0 
1 112560  Note_on_c 0 76 80 
1 112639  Note_on_c 0 76 0 
1 112640  Note_on_c 0 77 80 
1 112719  Note_on_c 0 77 0 
1 112720  Note_on_c 0 76 80 
1 112799  Note_on_c 0 76 0 
1 112800  Note_on_c 0 74 80 
1 113039  Note_on_c 0 74 0 
1 113040  Note_on_c 0 72 80 
1 113279  Note_on_c 0 72 0 
1 113280  Note_on_c 0 79 80 
1 113280  Note_on_c 0 74 80 
1 113399  Note_on_c 0 79 0 
1 113399  Note_on_c 0 74 0 
1 113400  Note_on_c 0 77 80 
1 113519  Note_on_c 0 77 0 
1 113520  Note_on_c 0 81 80 
1 113639  Note_on_c 0 81 0 
1 113640  Note_on_c 0 84 80 
1 113759  Note_on_c 0 84 0 
1 113760  Note_on_c 0 86 80 
1 113879  Note_on_c 0 86 0 
1 113880  Note_on_c 0 84 80 
1 113999  Note_on_c 0 84 0 
1 114000  Note_on_c 0 81 80 
1 114119  Note_on_c 0 81 0 
1 114120  Note_on_c 0 79 80 
1 114239  Note_on_c 0 79 0 
1 114240  Note_on_c 0 74 80 
1 114479  Note_on_c 0 74 0 
1 114480  Note_on_c 0 77 80 
1 114719  Note_on_c 0 77 0 
1 114720  Note_on_c 0 79 80 
1 114720  Note_on_c 0 74 80 
1 114959  Note_on_c 0 79 0 
1 114959  Note_on_c 0 74 0 
1 114960  Note_on_c 0 81 80 
1 114960  Note_on_c 0 74 80 
1 115199  Note_on_c 0 81 0 
1 115199  Note_on_c 0 74 0 
1 115200  Note_on_c 0 74 80 
1 115200  Note_on_c 0 69 80 
1 115559  Note_on_c 0 74 0 
1 115559  Note_on_c 0 69 0 
1 115560  Note_on_c 0 74 80 
1 115560  Note_on_c 0 69 80 
1 115919  Note_on_c 0 74 0 
1 115919  Note_on_c 0 69 0 
1 115920  Note_on_c 0 72 80 
1 115920  Note_on_c 0 67 80 
1 116159  Note_on_c 0 72 0 
1 116159  Note_on_c 0 67 0 
1 116160  Note_on_c 0 74 80 
1 116160  Note_on_c 0 69 80 
1 116399  Note_on_c 0 74 0 
1 116399  Note_on_c 0 69 0 
1 116400  Note_on_c 0 72 80 
1 116447  Note_on_c 0 72 0 
1 116448  Note_on_c 0 71 80 
1 116495  Note_on_c 0 71 0 
1 116496  Note_on_c 0 69 80 
1 116543  Note_on_c 0 69 0 
1 116544  Note_on_c 0 67 80 
1 116591  Note_on_c 0 67 0 
1 116592  Note_on_c 0 65 80 
1 116639  Note_on_c 0 65 0 
1 116640  Note_on_c 0 64 80 
1 116687  Note_on_c 0 64 0 
1 116688  Note_on_c 0 62 80 
1 116735  Note_on_c 0 62 0 
1 116736  Note_on_c 0 60 80 
1 116783  Note_on_c 0 60 0 
1 116784  Note_on_c 0 59 80 
1 116831  Note_on_c 0 59 0 
1 116832  Note_on_c 0 57 80 
1 116879  Note_on_c 0 57 0 
1 117120  Note_on_c 0 62 80 
1 117599  Note_on_c 0 62 0 
1 117600  Note_on_c 0 62 80 
1 117959  Note_on_c 0 62 0 
1 117960  Note_on_c 0 60 80 
1 118079  Note_on_c 0 60 0 
1 118080  Note_on_c 0 62 80 
1 118319  Note_on_c 0 62 0 
1 118320  Note_on_c 0 65 80 
1 118559  Note_on_c 0 65 0 
1 118560  Note_on_c 0 65 80 
1 118799  Note_on_c 0 65 0 
1 118800  Note_on_c 0 67 80 
1 119039  Note_on_c 0 67 0 
1 119040  Note_on_c 0 62 80 
1 119040  Note_on_c 0 57 80 
1 119279  Note_on_c 0 62 0 
1 119279  Note_on_c 0 57 0 
1 119520  Note_on_c 0 62 80 
1 119520  Note_on_c 0 57 80 
1 119879  Note_on_c 0 62 0 
1 119879  Note_on_c 0 57 0 
1 119880  Note_on_c 0 60 80 
1 119999  Note_on_c 0 60 0 
1 120000  Note_on_c 0 62 80 
1 120239  Note_on_c 0 62 0 
1 120240  Note_on_c 0 60 80 
1 120479  Note_on_c 0 60 0 
1 120480  Note_on_c 0 57 80 
1 120719  Note_on_c 0 57 0 
1 120720  Note_on_c 0 60 80 
1 120959  Note_on_c 0 60 0 
